"rt","url","trial_type","trial_index","plugin_version","time_elapsed","subject","condition","success","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","value","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Pegmatite","text_Diorite","time_resp","text_Gabbro","time_fb1","time_fb2","text_Obsidian","text_Basalt","text_Peridotite"
"624","","html-button-response","311","2.0.0","752020","test","3","","","","","","","<img src= rock_img/I_Peridotite_02.jpg style=""width:8cm; height:5.859999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","4","train","3","","","","","","","","","","","","","","","","","","","","","","",""
"1622","","html-button-response","312","2.0.0","753643","test","3","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","2","class_response","4","train","4","Diorite","Basalt","11","false","3","2","","","","","","","","","","","","","","","","",""
"857","","html-button-response","313","2.0.0","754502","test","3","","","","","","","<img src= rock_img/I_Basalt_11.jpg style=""width:8cm; height:5.359999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","4","train","4","","","","","","","","","","","","","","","","","","","","","","",""
"2131","","html-button-response","314","2.0.0","756636","test","3","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","5","class_response","4","train","5","Pegmatite","Andesite","04","false","6","1","","","","","","","","","","","","","","","","",""
"837","","html-button-response","315","2.0.0","757475","test","3","","","","","","","<img src= rock_img/I_Andesite_04.jpg style=""width:8cm; height:5.96cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","4","train","5","","","","","","","","","","","","","","","","","","","","","","",""
"937","","html-button-response","316","2.0.0","758414","test","3","","","","","","","<img src= ""rock_img/I_Andesite_07.jpg"" style=""width:8cm; height:5.93cm;""><p>What type of rock is this?</p>","5","class_response","4","train","6","Pegmatite","Andesite","07","false","6","1","","","","","","","","","","","","","","","","",""
"814","","html-button-response","317","2.0.0","759230","test","3","","","","","","","<img src= rock_img/I_Andesite_07.jpg style=""width:8cm; height:5.93cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","4","train","6","","","","","","","","","","","","","","","","","","","","","","",""
"2905","","html-button-response","318","2.0.0","762137","test","3","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","5","class_response","4","train","7","Pegmatite","Pegmatite","06","true","6","6","","","","","","","","","","","","","","","","",""
"594","","html-button-response","319","2.0.0","762733","test","3","","","","","","","<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","4","train","7","","","","","","","","","","","","","","","","","","","","","","",""
"1540","","html-button-response","320","2.0.0","764275","test","3","","","","","","","<img src= ""rock_img/I_Diorite_14.jpg"" style=""width:8cm; height:5.71cm;""><p>What type of rock is this?</p>","0","class_response","4","train","8","Andesite","Diorite","14","false","1","3","","","","","","","","","","","","","","","","",""
"689","","html-button-response","321","2.0.0","764965","test","3","","","","","","","<img src= rock_img/I_Diorite_14.jpg style=""width:8cm; height:5.71cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","4","train","8","","","","","","","","","","","","","","","","","","","","","","",""
"1236","","html-button-response","322","2.0.0","766203","test","3","","","","","","","<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>","4","class_response","4","train","9","Obsidian","Obsidian","05","true","5","5","","","","","","","","","","","","","","","","",""
"559","","html-button-response","323","2.0.0","766763","test","3","","","","","","","<img src= rock_img/I_Obsidian_05.jpg style=""width:8cm; height:6.33cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","4","train","9","","","","","","","","","","","","","","","","","","","","","","",""
"2247","","html-button-response","324","2.0.0","769012","test","3","","","","","","","<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>","6","class_response","4","train","10","Peridotite","Peridotite","10","true","7","7","","","","","","","","","","","","","","","","",""
"462","","html-button-response","325","2.0.0","769475","test","3","","","","","","","<img src= rock_img/I_Peridotite_10.jpg style=""width:8cm; height:5.390000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","4","train","10","","","","","","","","","","","","","","","","","","","","","","",""
"949","","html-button-response","326","2.0.0","770426","test","3","","","","","","","<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>","4","class_response","4","train","11","Obsidian","Obsidian","02","true","5","5","","","","","","","","","","","","","","","","",""
"504","","html-button-response","327","2.0.0","770931","test","3","","","","","","","<img src= rock_img/I_Obsidian_02.jpg style=""width:8cm; height:7.51cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","4","train","11","","","","","","","","","","","","","","","","","","","","","","",""
"1304","","html-button-response","328","2.0.0","772237","test","3","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","3","class_response","4","train","12","Gabbro","Gabbro","03","true","4","4","","","","","","","","","","","","","","","","",""
"495","","html-button-response","329","2.0.0","772734","test","3","","","","","","","<img src= rock_img/I_Gabbro_03.jpg style=""width:8cm; height:8.52cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","4","train","12","","","","","","","","","","","","","","","","","","","","","","",""
"1123","","html-button-response","330","2.0.0","773858","test","3","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","3","class_response","4","train","13","Gabbro","Gabbro","16","true","4","4","","","","","","","","","","","","","","","","",""
"601","","html-button-response","331","2.0.0","774460","test","3","","","","","","","<img src= rock_img/I_Gabbro_16.jpg style=""width:8cm; height:6.44cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","4","train","13","","","","","","","","","","","","","","","","","","","","","","",""
"","","html-button-response","333","2.0.0","775716","test","3","","","","","","","","","cat_selection","4","train","14","","","","","","","","7","3","1254.1999999284744","Peridotite","Diorite","[0.3125616462224877,0,0.36747597522844094,0,0,0,0.3199623785490713,0]","[0.009131235190463896,0,0.9812099265720815,0,0.009658838237454713,0,0,0]","","","","","","","","",""
"","","paired-cat-display","334","1.0.0","1043678","test","3","","","","","","","","","paired_cat_display","4","train","14","","","","","","","","","","25012.700000047684","","","","","","dark background with white speckles","240849.20000004768","","","","","","more of a green tint"
"","","html-button-response","335","2.0.0","1044644","test","3","","","","","","","","","cat_selection","4","train","15","","","","","","","","7","3","965","Peridotite","Diorite","[0.3125616462224877,0,0.36747597522844094,0,0,0,0.3199623785490713,0]","[0.009131235190463896,0,0.9812099265720815,0,0.009658838237454713,0,0,0]","","","","","","","","",""
"","","paired-cat-display","336","1.0.0","1078694","test","3","","","","","","","","","paired_cat_display","4","train","15","","","","","","","","","","6786.600000023842","","","","","","dark background with white speckles","27259.799999952316","","","","","","a green tint"
"","","html-button-response","337","2.0.0","1079709","test","3","","","","","","","","","cat_selection","4","train","16","","","","","","","","7","3","1012.1999999284744","Peridotite","Diorite","[0.3125616462224877,0,0.36747597522844094,0,0,0,0.3199623785490713,0]","[0.009131235190463896,0,0.9812099265720815,0,0.009658838237454713,0,0,0]","","","","","","","","",""
"","","paired-cat-display","338","1.0.0","1099733","test","3","","","","","","","","","paired_cat_display","4","train","16","","","","","","","","","","5593.299999952316","","","","","","dark background with light speckles","14427.299999952316","","","","","","a green tint"
"1755","","html-button-response","340","2.0.0","1101489","test","3","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1545","","html-button-response","341","2.0.0","1103036","test","3","","","","","","","<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>","4","class_response","4","test","2","Obsidian","Basalt","10","false","5","2","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","342","2.0.0","1103537","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","2","","","","","","","","","","","","","","","","","","","","","","",""
"7497","","html-button-response","343","2.0.0","1111037","test","3","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","5","class_response","4","test","3","Pegmatite","Pegmatite","07","true","6","6","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","344","2.0.0","1111540","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","3","","","","","","","","","","","","","","","","","","","","","","",""
"2472","","html-button-response","345","2.0.0","1114015","test","3","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","1","class_response","4","test","4","Basalt","Andesite","03","false","2","1","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","346","2.0.0","1114517","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","4","","","","","","","","","","","","","","","","","","","","","","",""
"2591","","html-button-response","347","2.0.0","1117110","test","3","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","6","class_response","4","test","5","Peridotite","Diorite","13","false","7","3","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","348","2.0.0","1117612","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","5","","","","","","","","","","","","","","","","","","","","","","",""
"4139","","html-button-response","349","2.0.0","1121754","test","3","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","6","class_response","4","test","6","Peridotite","Peridotite","14","true","7","7","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","350","2.0.0","1122257","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","6","","","","","","","","","","","","","","","","","","","","","","",""
"3927","","html-button-response","351","2.0.0","1126187","test","3","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","1","class_response","4","test","7","Basalt","Gabbro","14","false","2","4","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","352","2.0.0","1126689","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","7","","","","","","","","","","","","","","","","","","","","","","",""
"2216","","html-button-response","353","2.0.0","1128909","test","3","","","","","","","<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>","0","class_response","4","test","8","Andesite","Diorite","11","false","1","3","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","354","2.0.0","1129411","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","8","","","","","","","","","","","","","","","","","","","","","","",""
"884","","html-button-response","355","2.0.0","1130297","test","3","","","","","","","<img src= ""rock_img/I_Obsidian_12.jpg"" style=""width:8cm; height:6.53cm;""><p>What type of rock is this?</p>","4","class_response","4","test","9","Obsidian","Obsidian","12","true","5","5","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","356","2.0.0","1130798","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","9","","","","","","","","","","","","","","","","","","","","","","",""
"1207","","html-button-response","357","2.0.0","1132008","test","3","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","7","class_response","4","test","10","Pumice","Pumice","02","true","8","8","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","358","2.0.0","1132509","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","10","","","","","","","","","","","","","","","","","","","","","","",""
"2938","","html-button-response","359","2.0.0","1135450","test","3","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","4","test","11","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","360","2.0.0","1135952","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","11","","","","","","","","","","","","","","","","","","","","","","",""
"1003","","html-button-response","361","2.0.0","1136959","test","3","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","4","test","12","Pumice","Pumice","09","true","8","8","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","362","2.0.0","1137461","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","12","","","","","","","","","","","","","","","","","","","","","","",""
"4193","","html-button-response","363","2.0.0","1141657","test","3","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","6","class_response","4","test","13","Peridotite","Pegmatite","09","false","7","6","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","364","2.0.0","1142159","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","13","","","","","","","","","","","","","","","","","","","","","","",""
"1493","","html-button-response","365","2.0.0","1143655","test","3","","","","","","","<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>","1","class_response","4","test","14","Basalt","Basalt","14","true","2","2","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","366","2.0.0","1144158","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","14","","","","","","","","","","","","","","","","","","","","","","",""
"1720","","html-button-response","367","2.0.0","1145880","test","3","","","","","","","<img src= ""rock_img/I_Gabbro_10.jpg"" style=""width:8cm; height:5.680000000000001cm;""><p>What type of rock is this?</p>","1","class_response","4","test","15","Basalt","Gabbro","10","false","2","4","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","368","2.0.0","1146382","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","15","","","","","","","","","","","","","","","","","","","","","","",""
"1109","","html-button-response","369","2.0.0","1147494","test","3","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","4","class_response","4","test","16","Obsidian","Obsidian","06","true","5","5","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","370","2.0.0","1147996","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","16","","","","","","","","","","","","","","","","","","","","","","",""
"2010","","html-button-response","371","2.0.0","1150009","test","3","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","6","class_response","4","test","17","Peridotite","Peridotite","06","true","7","7","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","372","2.0.0","1150511","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","17","","","","","","","","","","","","","","","","","","","","","","",""
"1213","","html-button-response","373","2.0.0","1151726","test","3","","","","","","","<img src= ""rock_img/I_Gabbro_12.jpg"" style=""width:8cm; height:7.800000000000001cm;""><p>What type of rock is this?</p>","3","class_response","4","test","18","Gabbro","Gabbro","12","true","4","4","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","374","2.0.0","1152228","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","18","","","","","","","","","","","","","","","","","","","","","","",""
"3036","","html-button-response","375","2.0.0","1155267","test","3","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","0","class_response","4","test","19","Andesite","Diorite","16","false","1","3","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","376","2.0.0","1155770","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","19","","","","","","","","","","","","","","","","","","","","","","",""
"1880","","html-button-response","377","2.0.0","1157653","test","3","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","5","class_response","4","test","20","Pegmatite","Pegmatite","16","true","6","6","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","378","2.0.0","1158156","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","20","","","","","","","","","","","","","","","","","","","","","","",""
"926","","html-button-response","379","2.0.0","1159085","test","3","","","","","","","<img src= ""rock_img/I_Pumice_04.jpg"" style=""width:8cm; height:6.819999999999999cm;""><p>What type of rock is this?</p>","7","class_response","4","test","21","Pumice","Pumice","04","true","8","8","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","380","2.0.0","1159586","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","21","","","","","","","","","","","","","","","","","","","","","","",""
"1021","","html-button-response","381","2.0.0","1160610","test","3","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","4","class_response","4","test","22","Obsidian","Obsidian","14","true","5","5","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","382","2.0.0","1161112","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","22","","","","","","","","","","","","","","","","","","","","","","",""
"4144","","html-button-response","383","2.0.0","1165259","test","3","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","1","class_response","4","test","23","Basalt","Andesite","02","false","2","1","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","384","2.0.0","1165760","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","23","","","","","","","","","","","","","","","","","","","","","","",""
"1236","","html-button-response","385","2.0.0","1166998","test","3","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","6","class_response","4","test","24","Peridotite","Peridotite","08","true","7","7","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","386","2.0.0","1167501","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","24","","","","","","","","","","","","","","","","","","","","","","",""
"1413","","html-button-response","387","2.0.0","1168916","test","3","","","","","","","<img src= ""rock_img/I_Andesite_14.jpg"" style=""width:8cm; height:5.449999999999999cm;""><p>What type of rock is this?</p>","5","class_response","4","test","25","Pegmatite","Andesite","14","false","6","1","","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","388","2.0.0","1169417","test","3","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","4","test","25","","","","","","","","","","","","","","","","","","","","","","",""
"","","html-button-response","389","2.0.0","1175286","test","3","","","","","","","","","cycle_feedback","","","","","","","","","","","","","","","","","","","","","","2904","2958.3000000715256","","",""
"44740","","survey","390","2.0.0","1220072","test","3","","","","","","","","{"""":{""Q9"":5,""Q7"":3,""Q8"":3},""survey_intro"":null}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","fullscreen","391","2.0.0","1221075","test","3","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
