width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Pumice,text_Diorite,time_obs,time_resp,text_Andesite,text_Basalt,text_Gabbro,text_Obsidian,time_fb1,time_fb2,text_Peridotite,text_Pegmatite
,,,,,,,,,,,html-button-response,87,2.0.0,248754,66d74b9d2a9bfcaf3ddbe8a3,4,18,1935,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",4,class_response,0,test,41,Obsidian,Pegmatite,6,FALSE,5,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,88,2.0.0,249259,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,89,2.0.0,253020,66d74b9d2a9bfcaf3ddbe8a3,4,18,3749,,,,,,,,,"<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",1,class_response,0,test,42,Basalt,Gabbro,15,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,90,2.0.0,253524,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,91,2.0.0,255291,66d74b9d2a9bfcaf3ddbe8a3,4,18,1757,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",6,class_response,0,test,43,Peridotite,Peridotite,5,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,92,2.0.0,255796,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,256958,66d74b9d2a9bfcaf3ddbe8a3,4,18,1152,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",3,class_response,0,test,44,Gabbro,Pegmatite,15,FALSE,4,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,257463,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,259165,66d74b9d2a9bfcaf3ddbe8a3,4,18,1689,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",2,class_response,0,test,45,Diorite,Pumice,2,FALSE,3,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,259670,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,261465,66d74b9d2a9bfcaf3ddbe8a3,4,18,1789,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",0,class_response,0,test,46,Andesite,Peridotite,16,FALSE,1,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,261972,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,263067,66d74b9d2a9bfcaf3ddbe8a3,4,18,1086,,,,,,,,,"<img src= ""rock_img/I_Diorite_02.jpg"" style=""width:8cm; height:6.27cm;""><p>What type of rock is this?</p>",5,class_response,0,test,47,Pegmatite,Diorite,2,FALSE,6,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,263572,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,264509,66d74b9d2a9bfcaf3ddbe8a3,4,18,926,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",4,class_response,0,test,48,Obsidian,Pumice,5,FALSE,5,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,265014,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,286637,66d74b9d2a9bfcaf3ddbe8a3,4,18,21441,,,,,,,,"[{""page_index"":0,""viewing_time"":18050},{""page_index"":1,""viewing_time"":3391}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,294283,66d74b9d2a9bfcaf3ddbe8a3,4,18,7640,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,299950,66d74b9d2a9bfcaf3ddbe8a3,4,18,5660,,,,,,,,,"<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>",0,class_response,1,train,1,Andesite,Obsidian,4,FALSE,1,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,306019,66d74b9d2a9bfcaf3ddbe8a3,4,18,6060,,,,,,,,,"<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,312086,66d74b9d2a9bfcaf3ddbe8a3,4,18,6060,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",1,class_response,1,train,2,Basalt,Peridotite,13,FALSE,2,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,316412,66d74b9d2a9bfcaf3ddbe8a3,4,18,4319,,,,,,,,,"<img src= rock_img/I_Peridotite_13.jpg style=""width:8cm; height:7.58cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,319400,66d74b9d2a9bfcaf3ddbe8a3,4,18,2981,,,,,,,,,"<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>",5,class_response,1,train,3,Pegmatite,Gabbro,8,FALSE,6,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,321403,66d74b9d2a9bfcaf3ddbe8a3,4,18,1996,,,,,,,,,"<img src= rock_img/I_Gabbro_08.jpg style=""width:8cm; height:5.15cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,325144,66d74b9d2a9bfcaf3ddbe8a3,4,18,3733,,,,,,,,,"<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>",5,class_response,1,train,4,Pegmatite,Andesite,6,FALSE,6,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,327739,66d74b9d2a9bfcaf3ddbe8a3,4,18,2588,,,,,,,,,"<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,331081,66d74b9d2a9bfcaf3ddbe8a3,4,18,3334,,,,,,,,,"<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>",4,class_response,1,train,5,Obsidian,Gabbro,13,FALSE,5,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,332556,66d74b9d2a9bfcaf3ddbe8a3,4,18,1469,,,,,,,,,"<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,335563,66d74b9d2a9bfcaf3ddbe8a3,4,18,2998,,,,,,,,,"<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",4,class_response,1,train,6,Obsidian,Pumice,9,FALSE,5,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,337619,66d74b9d2a9bfcaf3ddbe8a3,4,18,2050,,,,,,,,,"<img src= rock_img/I_Pumice_09.jpg style=""width:8cm; height:6.44cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,341959,66d74b9d2a9bfcaf3ddbe8a3,4,18,4334,,,,,,,,,"<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>",7,class_response,1,train,7,Pumice,Pumice,10,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,343384,66d74b9d2a9bfcaf3ddbe8a3,4,18,1420,,,,,,,,,"<img src= rock_img/I_Pumice_10.jpg style=""width:8cm; height:7.609999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,346169,66d74b9d2a9bfcaf3ddbe8a3,4,18,2776,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",3,class_response,1,train,8,Gabbro,Andesite,4,FALSE,4,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,347521,66d74b9d2a9bfcaf3ddbe8a3,4,18,1346,,,,,,,,,"<img src= rock_img/I_Andesite_04.jpg style=""width:8cm; height:5.96cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,349737,66d74b9d2a9bfcaf3ddbe8a3,4,18,2209,,,,,,,,,"<img src= ""rock_img/I_Basalt_12.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>",0,class_response,1,train,9,Andesite,Basalt,12,FALSE,1,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,351338,66d74b9d2a9bfcaf3ddbe8a3,4,18,1594,,,,,,,,,"<img src= rock_img/I_Basalt_12.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,354197,66d74b9d2a9bfcaf3ddbe8a3,4,18,2850,,,,,,,,,"<img src= ""rock_img/I_Diorite_11.jpg"" style=""width:8cm; height:7.11cm;""><p>What type of rock is this?</p>",3,class_response,1,train,10,Gabbro,Diorite,11,FALSE,4,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,355445,66d74b9d2a9bfcaf3ddbe8a3,4,18,1243,,,,,,,,,"<img src= rock_img/I_Diorite_11.jpg style=""width:8cm; height:7.11cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,359199,66d74b9d2a9bfcaf3ddbe8a3,4,18,3747,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",5,class_response,1,train,11,Pegmatite,Pegmatite,16,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,363184,66d74b9d2a9bfcaf3ddbe8a3,4,18,3979,,,,,,,,,"<img src= rock_img/I_Pegmatite_16.jpg style=""width:8cm; height:5.8cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,365471,66d74b9d2a9bfcaf3ddbe8a3,4,18,2281,,,,,,,,,"<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>",4,class_response,1,train,12,Obsidian,Diorite,6,FALSE,5,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,366813,66d74b9d2a9bfcaf3ddbe8a3,4,18,1337,,,,,,,,,"<img src= rock_img/I_Diorite_06.jpg style=""width:8cm; height:6.03cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,411368,66d74b9d2a9bfcaf3ddbe8a3,4,18,44548,,,,,,,,"[{""page_index"":0,""viewing_time"":10108},{""page_index"":1,""viewing_time"":7707},{""page_index"":2,""viewing_time"":22835},{""page_index"":3,""viewing_time"":3899}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,412450,66d74b9d2a9bfcaf3ddbe8a3,4,18,1074,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,431653,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,9244.5,9949.1,8,3,Pumice,Diorite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,513688,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,,,,,"tiny holes, light color",look like street asphalt,12910.5,69108,,,,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,517427,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,2466.3,1265.8,1,2,Andesite,Basalt,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,591272,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,,,,,,,18646,55180.9,look like mountain rocks,"look like stones, fossils, smooth",,,,,,
,,,,,,,,,,,html-button-response,136,2.0.0,599321,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,2018.3,6023.7,4,5,Gabbro,Obsidian,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,714733,66d74b9d2a9bfcaf3ddbe8a3,4,18,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,,,,,,,6468.2,108928.3,,,"rocks on beach, build with.","smooth,collectable, pretty. ",,,,
,,,,,,,,,,,instructions,138,2.0.0,726471,66d74b9d2a9bfcaf3ddbe8a3,4,18,11730,,,,,,,,"[{""page_index"":0,""viewing_time"":2311},{""page_index"":1,""viewing_time"":9419}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,728395,66d74b9d2a9bfcaf3ddbe8a3,4,18,1916,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,756268,66d74b9d2a9bfcaf3ddbe8a3,4,18,27864,,,,,,,,,"<img src= ""rock_img/I_Gabbro_11.jpg"" style=""width:8cm; height:6.2cm;""><p>What type of rock is this?</p>",1,class_response,1,test,1,Basalt,Gabbro,11,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,756775,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,768492,66d74b9d2a9bfcaf3ddbe8a3,4,18,11703,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",3,class_response,1,test,2,Gabbro,Pegmatite,7,FALSE,4,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,769000,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,787033,66d74b9d2a9bfcaf3ddbe8a3,4,18,18019,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",5,class_response,1,test,3,Pegmatite,Pumice,13,FALSE,6,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,787540,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,795965,66d74b9d2a9bfcaf3ddbe8a3,4,18,8409,,,,,,,,,"<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>",2,class_response,1,test,4,Diorite,Andesite,11,FALSE,3,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,796472,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,804550,66d74b9d2a9bfcaf3ddbe8a3,4,18,8067,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",6,class_response,1,test,5,Peridotite,Diorite,16,FALSE,7,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,805058,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,806517,66d74b9d2a9bfcaf3ddbe8a3,4,18,1447,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,1,test,6,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,807023,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,814146,66d74b9d2a9bfcaf3ddbe8a3,4,18,7112,,,,,,,,,"<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",3,class_response,1,test,7,Gabbro,Diorite,13,FALSE,4,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,814652,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,817967,66d74b9d2a9bfcaf3ddbe8a3,4,18,3299,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,1,test,8,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,818473,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,827058,66d74b9d2a9bfcaf3ddbe8a3,4,18,8573,,,,,,,,,"<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>",0,class_response,1,test,9,Andesite,Pumice,6,FALSE,1,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,827565,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,832992,66d74b9d2a9bfcaf3ddbe8a3,4,18,5418,,,,,,,,,"<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>",4,class_response,1,test,10,Obsidian,Obsidian,16,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,833504,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,837134,66d74b9d2a9bfcaf3ddbe8a3,4,18,3619,,,,,,,,,"<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>",5,class_response,1,test,11,Pegmatite,Diorite,8,FALSE,6,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,2.0.0,837639,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,842015,66d74b9d2a9bfcaf3ddbe8a3,4,18,4369,,,,,,,,,"<img src= ""rock_img/I_Peridotite_04.jpg"" style=""width:8cm; height:6.680000000000001cm;""><p>What type of rock is this?</p>",6,class_response,1,test,12,Peridotite,Peridotite,4,TRUE,7,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,842521,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,845921,66d74b9d2a9bfcaf3ddbe8a3,4,18,3388,,,,,,,,,"<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>",3,class_response,1,test,13,Gabbro,Obsidian,7,FALSE,4,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,846428,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,848544,66d74b9d2a9bfcaf3ddbe8a3,4,18,2111,,,,,,,,,"<img src= ""rock_img/I_Andesite_05.jpg"" style=""width:8cm; height:4.12cm;""><p>What type of rock is this?</p>",1,class_response,1,test,14,Basalt,Andesite,5,FALSE,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,849050,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,851198,66d74b9d2a9bfcaf3ddbe8a3,4,18,2134,,,,,,,,,"<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",2,class_response,1,test,15,Diorite,Peridotite,15,FALSE,3,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,169,2.0.0,851705,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,170,2.0.0,857560,66d74b9d2a9bfcaf3ddbe8a3,4,18,5844,,,,,,,,,"<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>",3,class_response,1,test,16,Gabbro,Peridotite,16,FALSE,4,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,171,2.0.0,858066,66d74b9d2a9bfcaf3ddbe8a3,4,18,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,16,,,,,,,,,,,,,,,,,,,,,,,,
