width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,plugin_version,time_elapsed,subjID,condition,stimID,rt,url,success,value,timeout,failed_images,failed_audio,failed_video,view_history,stimulus,response,trialType,cycle,phase,trial,resp,cat,token,corr,resp_num,cat_num,rt_ref,rt_paired,ref_cat_num,paired_cat_num,ref_cat,paired_cat,text_Pegmatite,text_Peridotite,time_obs,time_resp,text_Basalt,text_Obsidian,text_Gabbro,text_Diorite,time_fb1,time_fb2,text_Pumice,text_Andesite
,,,,,,,,,,,html-keyboard-response,90,2.0.0,140211,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,91,2.0.0,141428,64d53aae0f3f7317f6eb617e,4,22,1216,,,,,,,,,"<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>",4,class_response,0,test,43,Obsidian,Andesite,3,FALSE,5,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,92,2.0.0,141929,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,93,2.0.0,142912,64d53aae0f3f7317f6eb617e,4,22,981,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",0,class_response,0,test,44,Andesite,Pegmatite,10,FALSE,1,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,94,2.0.0,143413,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,95,2.0.0,144242,64d53aae0f3f7317f6eb617e,4,22,828,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",0,class_response,0,test,45,Andesite,Andesite,4,TRUE,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,96,2.0.0,144743,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,97,2.0.0,145302,64d53aae0f3f7317f6eb617e,4,22,558,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>",5,class_response,0,test,46,Pegmatite,Pegmatite,6,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,98,2.0.0,145802,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,99,2.0.0,147600,64d53aae0f3f7317f6eb617e,4,22,1797,,,,,,,,,"<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>",4,class_response,0,test,47,Obsidian,Gabbro,16,FALSE,5,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,100,2.0.0,148101,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,101,2.0.0,148942,64d53aae0f3f7317f6eb617e,4,22,840,,,,,,,,,"<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>",2,class_response,0,test,48,Diorite,Andesite,2,FALSE,3,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,102,2.0.0,149443,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,0,test,48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,103,2.0.0,160612,64d53aae0f3f7317f6eb617e,4,22,11148,,,,,,,,"[{""page_index"":0,""viewing_time"":5626},{""page_index"":1,""viewing_time"":5522}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,104,2.0.0,162758,64d53aae0f3f7317f6eb617e,4,22,2145,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,106,2.0.0,166032,64d53aae0f3f7317f6eb617e,4,22,3273,,,,,,,,,"<img src= ""rock_img/I_Peridotite_05.jpg"" style=""width:8cm; height:7.1499999999999995cm;""><p>What type of rock is this?</p>",1,class_response,1,train,1,Basalt,Peridotite,5,FALSE,2,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,107,2.0.0,169014,64d53aae0f3f7317f6eb617e,4,22,2981,,,,,,,,,"<img src= rock_img/I_Peridotite_05.jpg style=""width:8cm; height:7.1499999999999995cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>",0,corr_feedback,1,train,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,108,2.0.0,170651,64d53aae0f3f7317f6eb617e,4,22,1637,,,,,,,,,"<img src= ""rock_img/I_Basalt_14.jpg"" style=""width:8cm; height:5.82cm;""><p>What type of rock is this?</p>",4,class_response,1,train,2,Obsidian,Basalt,14,FALSE,5,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,109,2.0.0,172494,64d53aae0f3f7317f6eb617e,4,22,1841,,,,,,,,,"<img src= rock_img/I_Basalt_14.jpg style=""width:8cm; height:5.82cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>",0,corr_feedback,1,train,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,110,2.0.0,174792,64d53aae0f3f7317f6eb617e,4,22,2297,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>",3,class_response,1,train,3,Gabbro,Pegmatite,15,FALSE,4,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,111,2.0.0,176514,64d53aae0f3f7317f6eb617e,4,22,1721,,,,,,,,,"<img src= rock_img/I_Pegmatite_15.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,112,2.0.0,178488,64d53aae0f3f7317f6eb617e,4,22,1973,,,,,,,,,"<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>",1,class_response,1,train,4,Basalt,Andesite,10,FALSE,2,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,113,2.0.0,179988,64d53aae0f3f7317f6eb617e,4,22,1499,,,,,,,,,"<img src= rock_img/I_Andesite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>",0,corr_feedback,1,train,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,114,2.0.0,181722,64d53aae0f3f7317f6eb617e,4,22,1733,,,,,,,,,"<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",2,class_response,1,train,5,Diorite,Diorite,7,TRUE,3,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,115,2.0.0,183219,64d53aae0f3f7317f6eb617e,4,22,1497,,,,,,,,,"<img src= rock_img/I_Diorite_07.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,116,2.0.0,185603,64d53aae0f3f7317f6eb617e,4,22,2383,,,,,,,,,"<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>",4,class_response,1,train,6,Obsidian,Obsidian,6,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,117,2.0.0,187032,64d53aae0f3f7317f6eb617e,4,22,1427,,,,,,,,,"<img src= rock_img/I_Obsidian_06.jpg style=""width:8cm; height:6.8cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,118,2.0.0,188632,64d53aae0f3f7317f6eb617e,4,22,1599,,,,,,,,,"<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>",7,class_response,1,train,7,Pumice,Pumice,3,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,119,2.0.0,189911,64d53aae0f3f7317f6eb617e,4,22,1279,,,,,,,,,"<img src= rock_img/I_Pumice_03.jpg style=""width:8cm; height:6.64cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,120,2.0.0,191850,64d53aae0f3f7317f6eb617e,4,22,1937,,,,,,,,,"<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>",6,class_response,1,train,8,Peridotite,Gabbro,1,FALSE,7,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,121,2.0.0,193097,64d53aae0f3f7317f6eb617e,4,22,1247,,,,,,,,,"<img src= rock_img/I_Gabbro_01.jpg style=""width:8cm; height:5.21cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>",0,corr_feedback,1,train,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,122,2.0.0,194890,64d53aae0f3f7317f6eb617e,4,22,1791,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_08.jpg"" style=""width:8cm; height:7.68cm;""><p>What type of rock is this?</p>",1,class_response,1,train,9,Basalt,Pegmatite,8,FALSE,2,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,123,2.0.0,196210,64d53aae0f3f7317f6eb617e,4,22,1319,,,,,,,,,"<img src= rock_img/I_Pegmatite_08.jpg style=""width:8cm; height:7.68cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>",0,corr_feedback,1,train,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,124,2.0.0,197192,64d53aae0f3f7317f6eb617e,4,22,982,,,,,,,,,"<img src= ""rock_img/I_Obsidian_04.jpg"" style=""width:8cm; height:6.930000000000001cm;""><p>What type of rock is this?</p>",4,class_response,1,train,10,Obsidian,Obsidian,4,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,125,2.0.0,198342,64d53aae0f3f7317f6eb617e,4,22,1148,,,,,,,,,"<img src= rock_img/I_Obsidian_04.jpg style=""width:8cm; height:6.930000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>",0,corr_feedback,1,train,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,126,2.0.0,199983,64d53aae0f3f7317f6eb617e,4,22,1641,,,,,,,,,"<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>",6,class_response,1,train,11,Peridotite,Pumice,13,FALSE,7,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,127,2.0.0,201113,64d53aae0f3f7317f6eb617e,4,22,1129,,,,,,,,,"<img src= rock_img/I_Pumice_13.jpg style=""width:8cm; height:8.200000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>",0,corr_feedback,1,train,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,128,2.0.0,204074,64d53aae0f3f7317f6eb617e,4,22,2959,,,,,,,,,"<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",0,class_response,1,train,12,Andesite,Diorite,13,FALSE,1,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,129,2.0.0,205254,64d53aae0f3f7317f6eb617e,4,22,1179,,,,,,,,,"<img src= rock_img/I_Diorite_13.jpg style=""width:8cm; height:6.29cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>",0,corr_feedback,1,train,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,instructions,130,2.0.0,246337,64d53aae0f3f7317f6eb617e,4,22,41083,,,,,,,,"[{""page_index"":0,""viewing_time"":7675},{""page_index"":1,""viewing_time"":16784},{""page_index"":2,""viewing_time"":12718},{""page_index"":3,""viewing_time"":3906}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,131,2.0.0,248755,64d53aae0f3f7317f6eb617e,4,22,2417,,,,,,,,,,0,start_train,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,132,2.0.0,254814,64d53aae0f3f7317f6eb617e,4,22,,,,,,,,,,,,cat_selection,1,train,1,,,,,,,3685.3,2371.9,6,7,Pegmatite,Peridotite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,133,1.0.0,296786,64d53aae0f3f7317f6eb617e,4,22,,,,,,,,,,,,paired_cat_display,1,train,1,,,,,,,,,,,,,big bold stripes and lines,speckled with long edges,10168,31801.7,,,,,,,,
,,,,,,,,,,,html-button-response,134,2.0.0,302018,64d53aae0f3f7317f6eb617e,4,22,,,,,,,,,,,,cat_selection,1,train,2,,,,,,,3506.7,1724.3,2,5,Basalt,Obsidian,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,135,1.0.0,321068,64d53aae0f3f7317f6eb617e,4,22,,,,,,,,,,,,paired_cat_display,1,train,2,,,,,,,,,,,,,,,6204.2,12844.3,chalky grey and boring,black with bold accent colors,,,,,,
,,,,,,,,,,,html-button-response,136,2.0.0,325241,64d53aae0f3f7317f6eb617e,4,22,,,,,,,,,,,,cat_selection,1,train,3,,,,,,,2928.5,1244,4,3,Gabbro,Diorite,,,,,,,,,,,,
,,,,,,,,,,,paired-cat-display,137,1.0.0,349379,64d53aae0f3f7317f6eb617e,4,22,,,,,,,,,,,,paired_cat_display,1,train,3,,,,,,,,,,,,,,,7240.4,16895.7,,,not a polka dot pattern,polka dots pattern,,,,
,,,,,,,,,,,instructions,138,2.0.0,359647,64d53aae0f3f7317f6eb617e,4,22,10267,,,,,,,,"[{""page_index"":0,""viewing_time"":4931},{""page_index"":1,""viewing_time"":5336}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,139,2.0.0,361645,64d53aae0f3f7317f6eb617e,4,22,1997,,,,,,,,,,0,start_test,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,140,2.0.0,368091,64d53aae0f3f7317f6eb617e,4,22,6445,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>",5,class_response,1,test,1,Pegmatite,Pegmatite,3,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,141,2.0.0,368593,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,142,2.0.0,377007,64d53aae0f3f7317f6eb617e,4,22,8413,,,,,,,,,"<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>",2,class_response,1,test,2,Diorite,Andesite,4,FALSE,3,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,2.0.0,377509,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,144,2.0.0,379757,64d53aae0f3f7317f6eb617e,4,22,2247,,,,,,,,,"<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>",7,class_response,1,test,3,Pumice,Pumice,2,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,145,2.0.0,380258,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,146,2.0.0,381633,64d53aae0f3f7317f6eb617e,4,22,1374,,,,,,,,,"<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>",4,class_response,1,test,4,Obsidian,Basalt,6,FALSE,5,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,147,2.0.0,382134,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,148,2.0.0,389625,64d53aae0f3f7317f6eb617e,4,22,7490,,,,,,,,,"<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>",3,class_response,1,test,5,Gabbro,Andesite,6,FALSE,4,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,2.0.0,390127,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,150,2.0.0,392405,64d53aae0f3f7317f6eb617e,4,22,2277,,,,,,,,,"<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>",4,class_response,1,test,6,Obsidian,Gabbro,15,FALSE,5,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,151,2.0.0,392907,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,152,2.0.0,394675,64d53aae0f3f7317f6eb617e,4,22,1768,,,,,,,,,"<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>",1,class_response,1,test,7,Basalt,Gabbro,3,FALSE,2,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,153,2.0.0,395177,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,154,2.0.0,396953,64d53aae0f3f7317f6eb617e,4,22,1775,,,,,,,,,"<img src= ""rock_img/I_Peridotite_12.jpg"" style=""width:8cm; height:4.54cm;""><p>What type of rock is this?</p>",1,class_response,1,test,8,Basalt,Peridotite,12,FALSE,2,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,2.0.0,397455,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,156,2.0.0,399283,64d53aae0f3f7317f6eb617e,4,22,1827,,,,,,,,,"<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>",7,class_response,1,test,9,Pumice,Peridotite,8,FALSE,8,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,157,2.0.0,399785,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,158,2.0.0,402711,64d53aae0f3f7317f6eb617e,4,22,2925,,,,,,,,,"<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>",2,class_response,1,test,10,Diorite,Basalt,16,FALSE,3,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,159,2.0.0,403213,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,160,2.0.0,405041,64d53aae0f3f7317f6eb617e,4,22,1828,,,,,,,,,"<img src= ""rock_img/I_Pumice_05.jpg"" style=""width:8cm; height:7.25cm;""><p>What type of rock is this?</p>",7,class_response,1,test,11,Pumice,Pumice,5,TRUE,8,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,2.0.0,405542,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,162,2.0.0,407097,64d53aae0f3f7317f6eb617e,4,22,1554,,,,,,,,,"<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>",0,class_response,1,test,12,Andesite,Diorite,16,FALSE,1,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,163,2.0.0,407599,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,164,2.0.0,408939,64d53aae0f3f7317f6eb617e,4,22,1339,,,,,,,,,"<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>",4,class_response,1,test,13,Obsidian,Obsidian,11,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,165,2.0.0,409441,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,166,2.0.0,411381,64d53aae0f3f7317f6eb617e,4,22,1939,,,,,,,,,"<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>",5,class_response,1,test,14,Pegmatite,Diorite,15,FALSE,6,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,2.0.0,411883,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,168,2.0.0,413527,64d53aae0f3f7317f6eb617e,4,22,1643,,,,,,,,,"<img src= ""rock_img/I_Basalt_05.jpg"" style=""width:8cm; height:8.18cm;""><p>What type of rock is this?</p>",4,class_response,1,test,15,Obsidian,Basalt,5,FALSE,5,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,169,2.0.0,414029,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,170,2.0.0,416161,64d53aae0f3f7317f6eb617e,4,22,2131,,,,,,,,,"<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>",5,class_response,1,test,16,Pegmatite,Pegmatite,16,TRUE,6,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,171,2.0.0,416663,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,172,2.0.0,420157,64d53aae0f3f7317f6eb617e,4,22,3494,,,,,,,,,"<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>",1,class_response,1,test,17,Basalt,Peridotite,13,FALSE,2,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,173,2.0.0,420659,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,174,2.0.0,423213,64d53aae0f3f7317f6eb617e,4,22,2553,,,,,,,,,"<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>",1,class_response,1,test,18,Basalt,Peridotite,7,FALSE,2,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,175,2.0.0,423715,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-button-response,176,2.0.0,424987,64d53aae0f3f7317f6eb617e,4,22,1271,,,,,,,,,"<img src= ""rock_img/I_Obsidian_02.jpg"" style=""width:8cm; height:7.51cm;""><p>What type of rock is this?</p>",4,class_response,1,test,19,Obsidian,Obsidian,2,TRUE,5,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,177,2.0.0,425488,64d53aae0f3f7317f6eb617e,4,22,null,,,,,,,,,<p style='font-size: 30px;'><strong>Okay</strong></p>,null,neutral_feedback,1,test,19,,,,,,,,,,,,,,,,,,,,,,,,
