"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Andesite","text_Gabbro","time_resp","text_Diorite","text_Pegmatite","text_Peridotite","time_fb1","time_fb2","text_Basalt"
"","","","","","","","","","","","html-button-response","397","2.0.0","3042998","663a7af013938e6bbfb065d5","3","52","1015","","","","","","","","","<img src= rock_img/I_Andesite_05.jpg style=""width:8cm; height:4.12cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","3","train","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","399","2.0.0","3044310","663a7af013938e6bbfb065d5","3","52","1311","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","400","2.0.0","3046526","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","cat_selection","3","train","1","","","","","","","6","7","2214.7000000011176","Pegmatite","Peridotite","[0.23209724385601077,0.10737153568228867,0.1216449064032334,0.16243638291904378,0.025788582650667868,0.1216449064032334,0.12805160605148663,0.10096483603403543]","[0.05554623218510369,0.01316006861000012,0.11456304291002145,0.07191092881123715,0.01531755488075854,null,0.7182067458667755,0.011295426736103646]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","401","1.0.0","3067206","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","paired_cat_display","3","train","1","","","","","","","","","6054.9000000003725","","","","","","","14623.199999999255","","Pegmatite usually has irregular black spots","Peridotite usually has a greenish hue","","",""
"","","","","","","","","","","","html-button-response","402","2.0.0","3068566","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","cat_selection","3","train","2","","","","","","","1","4","1359","Andesite","Gabbro","[0.23209724385601077,0.10737153568228867,0.1216449064032334,0.16243638291904378,0.025788582650667868,0.1216449064032334,0.12805160605148663,0.10096483603403543]","[null,0.060781827197863396,0.18952223302840052,0.37382353162391085,0.016016146359679306,0.15004515820504585,0.11929688393472666,0.09051421965037341]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","403","1.0.0","3101102","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","paired_cat_display","3","train","2","","","","","","","","","10022.699999999255","","","","","Andesite seems to have contrasting light spots on the dark rock","Gabbro has a more homogenized color appearance","22511.300000000745","","","","","",""
"","","","","","","","","","","","html-button-response","404","2.0.0","3102462","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","cat_selection","3","train","3","","","","","","","3","7","1358.4000000003725","Diorite","Peridotite","[0.23209724385601077,0.10737153568228867,0.1216449064032334,0.16243638291904378,0.025788582650667868,0.1216449064032334,0.12805160605148663,0.10096483603403543]","[0.09709768566840307,0.055127870313135784,null,0.017345517042433388,0.01584004588959618,0.5276213645884033,0.27642329137638505,0.010544225121643259]","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","405","1.0.0","3138046","663a7af013938e6bbfb065d5","3","52","","","","","","","","","","","","paired_cat_display","3","train","3","","","","","","","","","12871","","","","","","","22711.400000000373","Diorite has a two-tone texture","","Peridotite has a somewhat greenish hue","","",""
"","","","","","","","","","","","html-button-response","407","2.0.0","3140814","663a7af013938e6bbfb065d5","3","52","2767","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","408","2.0.0","3152518","663a7af013938e6bbfb065d5","3","52","11703","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","0","class_response","3","test","1","Andesite","Andesite","04","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","409","2.0.0","3153027","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","1","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","410","2.0.0","3154046","663a7af013938e6bbfb065d5","3","52","1017","","","","","","","","","<img src= ""rock_img/I_Obsidian_14.jpg"" style=""width:8cm; height:7.64cm;""><p>What type of rock is this?</p>","4","class_response","3","test","2","Obsidian","Obsidian","14","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","411","2.0.0","3154562","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","412","2.0.0","3156014","663a7af013938e6bbfb065d5","3","52","1451","","","","","","","","","<img src= ""rock_img/I_Andesite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","1","class_response","3","test","3","Basalt","Andesite","10","false","2","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","413","2.0.0","3156530","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","414","2.0.0","3162022","663a7af013938e6bbfb065d5","3","52","5492","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","0","class_response","3","test","4","Andesite","Andesite","11","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","415","2.0.0","3162536","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","4","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","416","2.0.0","3164598","663a7af013938e6bbfb065d5","3","52","2059","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","1","class_response","3","test","5","Basalt","Basalt","11","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","417","2.0.0","3165104","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","5","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","418","2.0.0","3169614","663a7af013938e6bbfb065d5","3","52","4508","","","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","0","class_response","3","test","6","Andesite","Andesite","02","true","1","1","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","419","2.0.0","3170128","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","6","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","420","2.0.0","3171406","663a7af013938e6bbfb065d5","3","52","1276","","","","","","","","","<img src= ""rock_img/I_Basalt_08.jpg"" style=""width:8cm; height:10.44cm;""><p>What type of rock is this?</p>","1","class_response","3","test","7","Basalt","Basalt","08","true","2","2","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","421","2.0.0","3171912","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","7","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","422","2.0.0","3174046","663a7af013938e6bbfb065d5","3","52","2133","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","6","class_response","3","test","8","Peridotite","Peridotite","08","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","423","2.0.0","3174548","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","8","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","424","2.0.0","3176006","663a7af013938e6bbfb065d5","3","52","1456","","","","","","","","","<img src= ""rock_img/I_Diorite_13.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","5","class_response","3","test","9","Pegmatite","Diorite","13","false","6","3","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","425","2.0.0","3176516","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","9","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","426","2.0.0","3177374","663a7af013938e6bbfb065d5","3","52","856","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","3","test","10","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","427","2.0.0","3177876","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","10","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","428","2.0.0","3182486","663a7af013938e6bbfb065d5","3","52","4608","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","6","class_response","3","test","11","Peridotite","Peridotite","07","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","429","2.0.0","3182989","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","11","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","430","2.0.0","3183870","663a7af013938e6bbfb065d5","3","52","878","","","","","","","","","<img src= ""rock_img/I_Peridotite_02.jpg"" style=""width:8cm; height:5.859999999999999cm;""><p>What type of rock is this?</p>","6","class_response","3","test","12","Peridotite","Peridotite","02","true","7","7","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","431","2.0.0","3184376","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","432","2.0.0","3185367","663a7af013938e6bbfb065d5","3","52","989","","","","","","","","","<img src= ""rock_img/I_Obsidian_16.jpg"" style=""width:8cm; height:9.3cm;""><p>What type of rock is this?</p>","4","class_response","3","test","13","Obsidian","Obsidian","16","true","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","433","2.0.0","3185876","663a7af013938e6bbfb065d5","3","52","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","3","test","13","","","","","","","","","","","","","","","","","","","","","",""
