"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Diorite","text_Pegmatite","time_resp","text_Obsidian","text_Pumice","text_Gabbro","time_fb1","time_fb2","text_Peridotite","text_Basalt","text_Andesite"
"","","","","","","","","","","","html-button-response","253","2.0.0","1090363","65584073cce140ca87d895ff","3","34","1695","","","","","","","","","<img src= rock_img/I_Gabbro_10.jpg style=""width:8cm; height:5.680000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","1092859","65584073cce140ca87d895ff","3","34","2495","","","","","","","","","<img src= ""rock_img/I_Pegmatite_10.jpg"" style=""width:8cm; height:4.16cm;""><p>What type of rock is this?</p>","5","class_response","2","train","8","Pegmatite","Pegmatite","10","true","6","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","1101867","65584073cce140ca87d895ff","3","34","9006","","","","","","","","","<img src= rock_img/I_Pegmatite_10.jpg style=""width:8cm; height:4.16cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","1104772","65584073cce140ca87d895ff","3","34","2903","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","2","class_response","2","train","9","Diorite","Gabbro","13","false","3","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","1105867","65584073cce140ca87d895ff","3","34","1094","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","1106963","65584073cce140ca87d895ff","3","34","1094","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","4","class_response","2","train","10","Obsidian","Obsidian","11","true","5","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","1107707","65584073cce140ca87d895ff","3","34","742","","","","","","","","","<img src= rock_img/I_Obsidian_11.jpg style=""width:8cm; height:6.05cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","1109155","65584073cce140ca87d895ff","3","34","1446","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","2","train","11","Pumice","Pumice","13","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","1109843","65584073cce140ca87d895ff","3","34","686","","","","","","","","","<img src= rock_img/I_Pumice_13.jpg style=""width:8cm; height:8.200000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","1110883","65584073cce140ca87d895ff","3","34","1038","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","7","class_response","2","train","12","Pumice","Pumice","02","true","8","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","1111595","65584073cce140ca87d895ff","3","34","711","","","","","","","","","<img src= rock_img/I_Pumice_02.jpg style=""width:8cm; height:7.3999999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","1112979","65584073cce140ca87d895ff","3","34","1382","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","1119483","65584073cce140ca87d895ff","3","34","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","3","7","6502.900000035763","Diorite","Peridotite","[0.17738685629291817,0.17738685629291817,0.11488498020953322,0.09646669796918382,0.08921966860684702,0.07804841572883443,0.17738685629291817,0.08921966860684702]","[0.02458067914835186,0.024363151014295648,null,0.1547081585031745,0.02906719691326121,0.6612266169822884,0.08670506991432862,0.01934912752429998]","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","1205899","65584073cce140ca87d895ff","3","34","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","15077.5","","","","","Rustic texture with smooth dots, light colors","","71335.19999998808","","","","","","Rustic texture with smooth dots, greenish colors","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","1208363","65584073cce140ca87d895ff","3","34","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","2","4","2462","Basalt","Gabbro","[0.17738685629291817,0.17738685629291817,0.11488498020953322,0.09646669796918382,0.08921966860684702,0.07804841572883443,0.17738685629291817,0.08921966860684702]","[0.18177871087154768,null,0.022444416123572834,0.6106535342931362,0.029358097875923386,0.022063662635762222,0.10535047310110708,0.02835110509895059]","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","1290347","65584073cce140ca87d895ff","3","34","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","6718.199999988079","","","","","","","75262.60000002384","","","rustic texture, white spots","","","","smooth texture, dark grey tones",""
"","","","","","","","","","","","html-button-response","270","2.0.0","1291627","65584073cce140ca87d895ff","3","34","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","3","6","1278.5","Diorite","Pegmatite","[0.17738685629291817,0.17738685629291817,0.11488498020953322,0.09646669796918382,0.08921966860684702,0.07804841572883443,0.17738685629291817,0.08921966860684702]","[0.02458067914835186,0.024363151014295648,null,0.1547081585031745,0.02906719691326121,0.6612266169822884,0.08670506991432862,0.01934912752429998]","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","1360923","65584073cce140ca87d895ff","3","34","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","6038.099999964237","","","","","rustic texture, light colors","smooth texture, greenish colors","63254.700000047684","","","","","","","",""
