"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Diorite","text_Pumice","time_resp","text_Basalt","text_Obsidian","text_Andesite","text_Peridotite","time_fb1","time_fb2","text_Pegmatite","text_Gabbro"
"","","","","","","","","","","","html-button-response","236","2.0.0","650541","663cd0ab9a13d177b358f8f1","3","35","","","","","","","","","","","","cycle_feedback","","","","","","","","","","","","","","","","","","","","","","","","9141.70000000298","1171.3999999985099","",""
"","","","","","","","","","","","html-button-response","238","2.0.0","651827","663cd0ab9a13d177b358f8f1","3","35","1286","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","240","2.0.0","652863","663cd0ab9a13d177b358f8f1","3","35","1035","","","","","","","","","<img src= ""rock_img/I_Diorite_07.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","1","class_response","2","train","1","Basalt","Diorite","07","false","2","3","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","241","2.0.0","654013","663cd0ab9a13d177b358f8f1","3","35","1149","","","","","","","","","<img src= rock_img/I_Diorite_07.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","242","2.0.0","654936","663cd0ab9a13d177b358f8f1","3","35","922","","","","","","","","","<img src= ""rock_img/I_Peridotite_08.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","2","class_response","2","train","2","Diorite","Peridotite","08","false","3","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","243","2.0.0","655623","663cd0ab9a13d177b358f8f1","3","35","686","","","","","","","","","<img src= rock_img/I_Peridotite_08.jpg style=""width:8cm; height:6.7cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","244","2.0.0","656695","663cd0ab9a13d177b358f8f1","3","35","1071","","","","","","","","","<img src= ""rock_img/I_Obsidian_06.jpg"" style=""width:8cm; height:6.8cm;""><p>What type of rock is this?</p>","1","class_response","2","train","3","Basalt","Obsidian","06","false","2","5","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","245","2.0.0","657311","663cd0ab9a13d177b358f8f1","3","35","615","","","","","","","","","<img src= rock_img/I_Obsidian_06.jpg style=""width:8cm; height:6.8cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","246","2.0.0","658045","663cd0ab9a13d177b358f8f1","3","35","733","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","6","class_response","2","train","4","Peridotite","Pegmatite","03","false","7","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","247","2.0.0","658813","663cd0ab9a13d177b358f8f1","3","35","767","","","","","","","","","<img src= rock_img/I_Pegmatite_03.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","4","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","248","2.0.0","660105","663cd0ab9a13d177b358f8f1","3","35","1291","","","","","","","","","<img src= ""rock_img/I_Gabbro_14.jpg"" style=""width:8cm; height:8.48cm;""><p>What type of rock is this?</p>","3","class_response","2","train","5","Gabbro","Gabbro","14","true","4","4","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","249","2.0.0","660905","663cd0ab9a13d177b358f8f1","3","35","799","","","","","","","","","<img src= rock_img/I_Gabbro_14.jpg style=""width:8cm; height:8.48cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","5","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","250","2.0.0","662427","663cd0ab9a13d177b358f8f1","3","35","1521","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","7","class_response","2","train","6","Pumice","Peridotite","07","false","8","7","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","251","2.0.0","663151","663cd0ab9a13d177b358f8f1","3","35","723","","","","","","","","","<img src= rock_img/I_Peridotite_07.jpg style=""width:8cm; height:4.83cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","6","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","252","2.0.0","664053","663cd0ab9a13d177b358f8f1","3","35","902","","","","","","","","","<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","0","class_response","2","train","7","Andesite","Andesite","09","true","1","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","253","2.0.0","664761","663cd0ab9a13d177b358f8f1","3","35","707","","","","","","","","","<img src= rock_img/I_Andesite_09.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","665679","663cd0ab9a13d177b358f8f1","3","35","917","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","4","class_response","2","train","8","Obsidian","Pumice","06","false","5","8","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","666347","663cd0ab9a13d177b358f8f1","3","35","667","","","","","","","","","<img src= rock_img/I_Pumice_06.jpg style=""width:8cm; height:6.9399999999999995cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","667479","663cd0ab9a13d177b358f8f1","3","35","1131","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","2","class_response","2","train","9","Diorite","Andesite","06","false","3","1","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","668227","663cd0ab9a13d177b358f8f1","3","35","747","","","","","","","","","<img src= rock_img/I_Andesite_06.jpg style=""width:8cm; height:6.840000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","668837","663cd0ab9a13d177b358f8f1","3","35","609","","","","","","","","","<img src= ""rock_img/I_Basalt_06.jpg"" style=""width:8cm; height:7.06cm;""><p>What type of rock is this?</p>","5","class_response","2","train","10","Pegmatite","Basalt","06","false","6","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","669927","663cd0ab9a13d177b358f8f1","3","35","1090","","","","","","","","","<img src= rock_img/I_Basalt_06.jpg style=""width:8cm; height:7.06cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","670910","663cd0ab9a13d177b358f8f1","3","35","982","","","","","","","","","<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>","1","class_response","2","train","11","Basalt","Basalt","10","true","2","2","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","671355","663cd0ab9a13d177b358f8f1","3","35","445","","","","","","","","","<img src= rock_img/I_Basalt_10.jpg style=""width:8cm; height:5.85cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","673111","663cd0ab9a13d177b358f8f1","3","35","1755","","","","","","","","","<img src= ""rock_img/I_Pegmatite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","1","class_response","2","train","12","Basalt","Pegmatite","15","false","2","6","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","673611","663cd0ab9a13d177b358f8f1","3","35","499","","","","","","","","","<img src= rock_img/I_Pegmatite_15.jpg style=""width:8cm; height:6cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","674883","663cd0ab9a13d177b358f8f1","3","35","1271","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","676495","663cd0ab9a13d177b358f8f1","3","35","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","2","5","1611.1000000014901","Basalt","Obsidian","[0.15082086320173202,0.06988124198024571,0.12004132649600942,0.12847703161629023,0.15082086320173202,0.1339494529611704,0.12300461027141008,0.12300461027141008]","[0.2814209635401255,null,0.12484304469640563,0.1297728003806904,0.02935809787592339,0.27530385816358927,0.1309501302443153,0.028351105098950592]","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","705741","663cd0ab9a13d177b358f8f1","3","35","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","8340.20000000298","","","","","","","20903.89999999851","It look shiny ","Looks more shiny","","","","","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","707253","663cd0ab9a13d177b358f8f1","3","35","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","6","7","1511.2999999970198","Pegmatite","Peridotite","[0.15082086320173202,0.06988124198024571,0.12004132649600942,0.12847703161629023,0.15082086320173202,0.1339494529611704,0.12300461027141008,0.12300461027141008]","[0.025130863873099835,0.2545462323113769,0.11654668724948188,0.1074626831421217,0.028108402403122356,null,0.4474775147344527,0.02072761628634462]","","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","740334","663cd0ab9a13d177b358f8f1","3","35","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","6740.80000000447","","","","","","","26338.39999999851","","","","Has a lot of hole around them","","","A little bit of shiny",""
