"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Andesite","text_Pegmatite","time_resp","text_Basalt","text_Peridotite","text_Gabbro","time_fb1","time_fb2"
"","","","","","","","","","","","html-button-response","246","2.0.0","1071538","6478e5fc76f5ecbc4f0ed353","3","34","1181","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","7","class_response","2","train","4","Pumice","Pumice","02","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","247","2.0.0","1072229","6478e5fc76f5ecbc4f0ed353","3","34","689","","","","","","","","","<img src= rock_img/I_Pumice_02.jpg style=""width:8cm; height:7.3999999999999995cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","4","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","248","2.0.0","1074523","6478e5fc76f5ecbc4f0ed353","3","34","2294","","","","","","","","","<img src= ""rock_img/I_Pegmatite_05.jpg"" style=""width:8cm; height:7.300000000000001cm;""><p>What type of rock is this?</p>","5","class_response","2","train","5","Pegmatite","Pegmatite","05","true","6","6","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","249","2.0.0","1076374","6478e5fc76f5ecbc4f0ed353","3","34","1850","","","","","","","","","<img src= rock_img/I_Pegmatite_05.jpg style=""width:8cm; height:7.300000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","250","2.0.0","1077940","6478e5fc76f5ecbc4f0ed353","3","34","1565","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","2","train","6","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","251","2.0.0","1079252","6478e5fc76f5ecbc4f0ed353","3","34","1311","","","","","","","","","<img src= rock_img/I_Basalt_04.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","6","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","252","2.0.0","1089032","6478e5fc76f5ecbc4f0ed353","3","34","9779","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","1","class_response","2","train","7","Basalt","Andesite","11","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","253","2.0.0","1094094","6478e5fc76f5ecbc4f0ed353","3","34","5062","","","","","","","","","<img src= rock_img/I_Andesite_11.jpg style=""width:8cm; height:4.92cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","1100454","6478e5fc76f5ecbc4f0ed353","3","34","6359","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","3","class_response","2","train","8","Gabbro","Gabbro","03","true","4","4","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","1101666","6478e5fc76f5ecbc4f0ed353","3","34","1211","","","","","","","","","<img src= rock_img/I_Gabbro_03.jpg style=""width:8cm; height:8.52cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","1103127","6478e5fc76f5ecbc4f0ed353","3","34","1461","","","","","","","","","<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>","2","class_response","2","train","9","Diorite","Diorite","06","true","3","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","1104299","6478e5fc76f5ecbc4f0ed353","3","34","1171","","","","","","","","","<img src= rock_img/I_Diorite_06.jpg style=""width:8cm; height:6.03cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","1106269","6478e5fc76f5ecbc4f0ed353","3","34","1970","","","","","","","","","<img src= ""rock_img/I_Basalt_16.jpg"" style=""width:8cm; height:7.659999999999999cm;""><p>What type of rock is this?</p>","1","class_response","2","train","10","Basalt","Basalt","16","true","2","2","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","1106976","6478e5fc76f5ecbc4f0ed353","3","34","705","","","","","","","","","<img src= rock_img/I_Basalt_16.jpg style=""width:8cm; height:7.659999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","1112569","6478e5fc76f5ecbc4f0ed353","3","34","5593","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","6","class_response","2","train","11","Peridotite","Peridotite","06","true","7","7","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","1113288","6478e5fc76f5ecbc4f0ed353","3","34","718","","","","","","","","","<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","1119134","6478e5fc76f5ecbc4f0ed353","3","34","5845","","","","","","","","","<img src= ""rock_img/I_Andesite_02.jpg"" style=""width:8cm; height:8.5cm;""><p>What type of rock is this?</p>","1","class_response","2","train","12","Basalt","Andesite","02","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","1124640","6478e5fc76f5ecbc4f0ed353","3","34","5506","","","","","","","","","<img src= rock_img/I_Andesite_02.jpg style=""width:8cm; height:8.5cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","1126274","6478e5fc76f5ecbc4f0ed353","3","34","1633","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","1130094","6478e5fc76f5ecbc4f0ed353","3","34","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","2","4","3819.5","Basalt","Gabbro","[0.19295433476850987,0.12750231754639124,0.1267899094597528,0.15790411063271892,0.026287668101843218,0.1360867715586794,0.19295433476850987,0.03952055316359463]","[0.028180768012298473,null,0.022444416123572834,0.6362531914363444,0.1317567264487562,0.07326297692217862,0.02855150167148249,0.07955041938536697]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","1176423","6478e5fc76f5ecbc4f0ed353","3","34","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","13418.199999988079","","","","","","","32909.10000002384","Little variation with spots/marks inside rock, basic colors.","","Lots of small variations in color within the rock.","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","1178742","6478e5fc76f5ecbc4f0ed353","3","34","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","1","7","2318.600000023842","Andesite","Peridotite","[0.19295433476850987,0.12750231754639124,0.1267899094597528,0.15790411063271892,0.026287668101843218,0.1360867715586794,0.19295433476850987,0.03952055316359463]","[null,0.4069842825035777,0.17539357507924996,0.026887709128036383,0.02939034919931524,0.07329873518558977,0.2575603960513889,0.030484952852841828]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","1238550","6478e5fc76f5ecbc4f0ed353","3","34","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","12197.599999964237","","","","","Gray, maybe some light brown. Lots of little specks.","","47609.10000002384","","Greens and a bit of gray. Lots of little marks inside, somewhat crystal looking.","","",""
"","","","","","","","","","","","html-button-response","270","2.0.0","1240513","6478e5fc76f5ecbc4f0ed353","3","34","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","1","2","1961.9000000357628","Andesite","Basalt","[0.19295433476850987,0.12750231754639124,0.1267899094597528,0.15790411063271892,0.026287668101843218,0.1360867715586794,0.19295433476850987,0.03952055316359463]","[null,0.4069842825035777,0.17539357507924996,0.026887709128036383,0.02939034919931524,0.07329873518558977,0.2575603960513889,0.030484952852841828]","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","1272822","6478e5fc76f5ecbc4f0ed353","3","34","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","8802.100000023842","","","","","Lots of little specks, usually white or black.","","23505.299999952316","Little variation, basic colors.","","","",""
"","","","","","","","","","","","html-button-response","273","2.0.0","1275140","6478e5fc76f5ecbc4f0ed353","3","34","2317","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","1316138","6478e5fc76f5ecbc4f0ed353","3","34","40997","","","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","1","class_response","2","test","1","Basalt","Andesite","03","false","2","1","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","1316640","6478e5fc76f5ecbc4f0ed353","3","34","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","1318848","6478e5fc76f5ecbc4f0ed353","3","34","2207","","","","","","","","","<img src= ""rock_img/I_Diorite_10.jpg"" style=""width:8cm; height:5.949999999999999cm;""><p>What type of rock is this?</p>","2","class_response","2","test","2","Diorite","Diorite","10","true","3","3","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","1319354","6478e5fc76f5ecbc4f0ed353","3","34","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","1320354","6478e5fc76f5ecbc4f0ed353","3","34","999","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","2","test","3","Pumice","Pumice","10","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","279","2.0.0","1320855","6478e5fc76f5ecbc4f0ed353","3","34","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","3","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","280","2.0.0","1321873","6478e5fc76f5ecbc4f0ed353","3","34","1018","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","2","test","4","Pumice","Pumice","06","true","8","8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","281","2.0.0","1322387","6478e5fc76f5ecbc4f0ed353","3","34","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","4","","","","","","","","","","","","","","","","","","","","",""
