"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","ref_cat_num","paired_cat_num","time_obs","ref_cat","paired_cat","ref_prob_dist","paired_prob_dist","text_Gabbro","text_Peridotite","time_resp","text_Andesite","text_Obsidian","text_Basalt","text_Pumice","time_fb1","time_fb2","text_Pegmatite"
"","","","","","","","","","","","html-button-response","248","2.0.0","2873548","672fe1481ba8b290765e0a76","3","43","4686","","","","","","","","","<img src= ""rock_img/I_Andesite_04.jpg"" style=""width:8cm; height:5.96cm;""><p>What type of rock is this?</p>","3","class_response","2","train","5","Gabbro","Andesite","04","false","4","1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","249","2.0.0","2880593","672fe1481ba8b290765e0a76","3","43","7039","","","","","","","","","<img src= rock_img/I_Andesite_04.jpg style=""width:8cm; height:5.96cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","2","train","5","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","250","2.0.0","2883413","672fe1481ba8b290765e0a76","3","43","2812","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","5","class_response","2","train","6","Pegmatite","Pegmatite","16","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","251","2.0.0","2889864","672fe1481ba8b290765e0a76","3","43","6445","","","","","","","","","<img src= rock_img/I_Pegmatite_16.jpg style=""width:8cm; height:5.8cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","6","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","252","2.0.0","2896012","672fe1481ba8b290765e0a76","3","43","6142","","","","","","","","","<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>","0","class_response","2","train","7","Andesite","Diorite","06","false","1","3","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","253","2.0.0","2901733","672fe1481ba8b290765e0a76","3","43","5715","","","","","","","","","<img src= rock_img/I_Diorite_06.jpg style=""width:8cm; height:6.03cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","2","train","7","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","254","2.0.0","2904311","672fe1481ba8b290765e0a76","3","43","2571","","","","","","","","","<img src= ""rock_img/I_Pegmatite_03.jpg"" style=""width:8cm; height:5.239999999999999cm;""><p>What type of rock is this?</p>","5","class_response","2","train","8","Pegmatite","Pegmatite","03","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","255","2.0.0","2909411","672fe1481ba8b290765e0a76","3","43","5093","","","","","","","","","<img src= rock_img/I_Pegmatite_03.jpg style=""width:8cm; height:5.239999999999999cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","2","train","8","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","256","2.0.0","2911528","672fe1481ba8b290765e0a76","3","43","2111","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","4","class_response","2","train","9","Obsidian","Obsidian","10","true","5","5","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","257","2.0.0","2913284","672fe1481ba8b290765e0a76","3","43","1751","","","","","","","","","<img src= rock_img/I_Obsidian_10.jpg style=""width:8cm; height:6.260000000000001cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","2","train","9","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","258","2.0.0","2923358","672fe1481ba8b290765e0a76","3","43","10066","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","2","class_response","2","train","10","Diorite","Gabbro","15","false","3","4","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","259","2.0.0","2929385","672fe1481ba8b290765e0a76","3","43","6022","","","","","","","","","<img src= rock_img/I_Gabbro_15.jpg style=""width:8cm; height:6.29cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","2","train","10","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","260","2.0.0","2935878","672fe1481ba8b290765e0a76","3","43","6484","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","0","class_response","2","train","11","Andesite","Peridotite","06","false","1","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","261","2.0.0","2942179","672fe1481ba8b290765e0a76","3","43","6294","","","","","","","","","<img src= rock_img/I_Peridotite_06.jpg style=""width:8cm; height:7.53cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","2","train","11","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","262","2.0.0","2944307","672fe1481ba8b290765e0a76","3","43","2122","","","","","","","","","<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>","1","class_response","2","train","12","Basalt","Pumice","16","false","2","8","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","263","2.0.0","2951059","672fe1481ba8b290765e0a76","3","43","6750","","","","","","","","","<img src= rock_img/I_Pumice_16.jpg style=""width:8cm; height:6.79cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","2","train","12","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","265","2.0.0","2954472","672fe1481ba8b290765e0a76","3","43","3408","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","266","2.0.0","2961256","672fe1481ba8b290765e0a76","3","43","","","","","","","","","","","","cat_selection","2","train","1","","","","","","","1","4","6777","Andesite","Gabbro","[0.1379362185619418,0.1379362185619418,0.16126959575577673,0.13134764982512184,0.08111322445407707,0.14809245828213677,0.1146028413681069,0.08770179319089705]","[null,0.08856316635553697,0.0832348093637005,0.5333681001836904,0.029390349199315248,0.02209942089917338,0.08998084685834233,0.1533633071402412]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","267","1.0.0","3134752","672fe1481ba8b290765e0a76","3","43","","","","","","","","","","","","paired_cat_display","2","train","1","","","","","","","","","12625","","","","","it is coarse grained","","160860","it is gray black","","","","","",""
"","","","","","","","","","","","html-button-response","268","2.0.0","3137748","672fe1481ba8b290765e0a76","3","43","","","","","","","","","","","","cat_selection","2","train","2","","","","","","","1","7","2989","Andesite","Peridotite","[0.1379362185619418,0.1379362185619418,0.16126959575577673,0.13134764982512184,0.08111322445407707,0.14809245828213677,0.1146028413681069,0.08770179319089705]","[null,0.08856316635553697,0.0832348093637005,0.5333681001836904,0.029390349199315248,0.02209942089917338,0.08998084685834233,0.1533633071402412]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","269","1.0.0","3297476","672fe1481ba8b290765e0a76","3","43","","","","","","","","","","","","paired_cat_display","2","train","2","","","","","","","","","18620","","","","",""," it is green colored","141095","it is gray to black volcanic","","","","","",""
"","","","","","","","","","","","html-button-response","270","2.0.0","3302431","672fe1481ba8b290765e0a76","3","43","","","","","","","","","","","","cat_selection","2","train","3","","","","","","","6","7","4949","Pegmatite","Peridotite","[0.1379362185619418,0.1379362185619418,0.16126959575577673,0.13134764982512184,0.08111322445407707,0.14809245828213677,0.1146028413681069,0.08770179319089705]","[0.07633017815951623,0.07534863230891949,0.03213328874020621,0.20848312376282702,0.07930771668953875,null,0.40527081547981486,0.1231262448591774]","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","271","1.0.0","3451475","672fe1481ba8b290765e0a76","3","43","","","","","","","","","","","","paired_cat_display","2","train","3","","","","","","","","","22678","","","","","","green colored and dense","126350","","","","","","","variable texture and coarseness"
"","","","","","","","","","","","html-button-response","273","2.0.0","3551040","672fe1481ba8b290765e0a76","3","43","99556","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","274","2.0.0","3570335","672fe1481ba8b290765e0a76","3","43","19287","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","5","class_response","2","test","1","Pegmatite","Pegmatite","07","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","275","2.0.0","3570848","672fe1481ba8b290765e0a76","3","43","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","276","2.0.0","3583012","672fe1481ba8b290765e0a76","3","43","12160","","","","","","","","","<img src= ""rock_img/I_Peridotite_14.jpg"" style=""width:8cm; height:5.3cm;""><p>What type of rock is this?</p>","6","class_response","2","test","2","Peridotite","Peridotite","14","true","7","7","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","2.0.0","3583524","672fe1481ba8b290765e0a76","3","43","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","2","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","278","2.0.0","3616661","672fe1481ba8b290765e0a76","3","43","33133","","","","","","","","","<img src= ""rock_img/I_Basalt_04.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","2","test","3","Basalt","Basalt","04","true","2","2","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","279","2.0.0","3617174","672fe1481ba8b290765e0a76","3","43","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","3","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","280","2.0.0","3625809","672fe1481ba8b290765e0a76","3","43","8631","","","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","5","class_response","2","test","4","Pegmatite","Pegmatite","09","true","6","6","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","281","2.0.0","3626322","672fe1481ba8b290765e0a76","3","43","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","2","test","4","","","","","","","","","","","","","","","","","","","","","","",""
